,Time,Temperature_Probe1,Temperature_Probe2
2711,27.11,95.0,97.2
2712,27.12,95.3,97.4
2713,27.13,94.8,97.2
2714,27.14,95.2,97.2
2715,27.15,95.1,97.2
2716,27.16,95.0,97.2
2717,27.17,95.2,97.3
2718,27.18,94.6,97.2
2719,27.19,94.9,97.3
2720,27.2,94.9,97.2
2721,27.21,94.8,97.2
2722,27.22,94.9,97.3
2723,27.23,94.4,97.2
2724,27.24,94.7,97.2
2725,27.25,94.6,97.2
2726,27.26,94.6,97.2
2727,27.27,94.6,97.2
2728,27.28,94.3,97.2
2729,27.29,94.5,97.2
2730,27.3,94.4,97.2
2731,27.31,94.3,97.2
2732,27.32,94.4,97.3
2733,27.33,93.9,97.2
2734,27.34,94.1,97.3
2735,27.35,93.9,97.2
2736,27.36,93.7,97.3
2737,27.37,93.7,97.3
2738,27.38,93.0,97.2
2739,27.39,93.1,97.3
2740,27.4,92.8,97.2
2741,27.41,92.6,97.3
2742,27.42,92.4,97.2
2743,27.43,91.7,97.2
2744,27.44,91.6,97.2
2745,27.45,91.3,97.2
2746,27.46,90.9,97.2
2747,27.47,90.7,97.2
2748,27.48,89.9,97.2
2749,27.49,89.9,97.2
2750,27.5,89.4,97.2
2751,27.51,89.0,97.2
2752,27.52,88.7,97.2
2753,27.53,88.0,97.1
2754,27.54,87.8,97.2
2755,27.55,87.4,97.2
2756,27.56,86.9,97.2
2757,27.57,86.6,97.2
2758,27.58,85.7,97.1
2759,27.59,85.5,97.1
2760,27.6,85.1,97.1
2761,27.61,84.7,97.2
2762,27.62,84.4,97.1
2763,27.63,83.6,97.0
2764,27.64,83.5,97.1
2765,27.65,83.1,97.1
2766,27.66,82.6,97.0
2767,27.67,82.4,97.1
2768,27.68,81.6,96.9
2769,27.69,81.5,97.0
2770,27.7,81.0,96.9
2771,27.71,80.6,96.9
2772,27.72,80.4,96.9
2773,27.73,79.6,96.8
2774,27.74,79.4,96.8
2775,27.75,79.0,96.8
2776,27.76,78.6,96.7
2777,27.77,78.4,96.7
2778,27.78,77.6,96.6
2779,27.79,77.4,96.5
2780,27.8,77.1,96.4
2781,27.81,76.7,96.3
2782,27.82,76.5,96.3
2783,27.83,75.8,96.2
2784,27.84,75.7,96.1
2785,27.85,75.3,96.0
2786,27.86,75.0,95.9
2787,27.87,74.8,95.9
2788,27.88,74.1,95.6
2789,27.89,74.0,95.6
2790,27.9,73.8,95.4
2791,27.91,73.4,95.3
2792,27.92,73.2,95.2
2793,27.93,72.5,95.0
2794,27.94,72.5,94.8
2795,27.95,72.2,94.7
2796,27.96,71.7,94.5
2797,27.97,71.6,94.4
2798,27.98,70.9,94.1
2799,27.99,70.8,94.1
2800,28.0,70.5,94.0
2801,28.01,70.1,93.7
2802,28.02,69.9,93.6
2803,28.03,69.4,93.3
2804,28.04,69.3,93.2
2805,28.05,69.0,93.0
2806,28.06,68.7,92.9
2807,28.07,68.5,92.6
2808,28.08,67.9,92.4
2809,28.09,67.9,92.2
2810,28.1,67.5,92.1
2811,28.11,67.3,92.0
2812,28.12,66.9,91.8
2813,28.13,66.3,91.5
2814,28.14,66.2,91.5
2815,28.15,65.6,91.2
2816,28.16,65.1,91.0
2817,28.17,64.6,90.9
2818,28.18,63.8,90.7
2819,28.19,63.6,90.5
2820,28.2,63.0,90.4
2821,28.21,62.4,90.1
2822,28.22,62.0,89.9
2823,28.23,61.2,89.7
2824,28.24,61.0,89.5
2825,28.25,60.5,89.4
2826,28.26,60.0,89.1
2827,28.27,59.6,89.0
2828,28.28,59.0,88.8
2829,28.29,58.9,88.6
2830,28.3,58.4,88.4
2831,28.31,58.1,88.2
2832,28.32,57.7,88.1
2833,28.33,57.2,87.9
2834,28.34,57.1,87.7
2835,28.35,56.7,87.5
2836,28.36,56.5,87.3
2837,28.37,56.2,87.2
2838,28.38,55.7,86.9
2839,28.39,55.7,86.7
2840,28.4,55.4,86.6
2841,28.41,55.1,86.3
2842,28.42,54.9,86.1
2843,28.43,54.5,85.8
2844,28.44,54.6,85.7
2845,28.45,54.3,85.5
2846,28.46,54.1,85.4
2847,28.47,53.9,85.2
2848,28.48,53.5,85.0
2849,28.49,53.7,84.9
2850,28.5,53.4,84.7
2851,28.51,53.3,84.5
2852,28.52,53.1,84.4
2853,28.53,52.8,84.1
2854,28.54,52.9,84.0
2855,28.55,52.6,83.8
2856,28.56,52.5,83.5
2857,28.57,52.4,83.5
2858,28.58,51.9,83.2
2859,28.59,52.0,83.1
2860,28.6,51.8,82.9
2861,28.61,51.6,82.7
2862,28.62,51.3,82.6
2863,28.63,50.9,82.4
2864,28.64,51.0,82.2
2865,28.65,50.5,82.1
2866,28.66,50.3,81.9
2867,28.67,49.9,81.7
2868,28.68,49.2,81.5
2869,28.69,49.1,81.3
2870,28.7,48.4,81.2
2871,28.71,47.8,81.0
2872,28.72,47.2,80.8
2873,28.73,46.2,80.6
2874,28.74,45.9,80.3
2875,28.75,45.1,80.2
2876,28.76,44.5,80.0
2877,28.77,43.7,79.8
2878,28.78,42.7,79.6
2879,28.79,42.4,79.4
2880,28.8,41.5,79.3
2881,28.81,40.8,79.0
2882,28.82,40.0,78.8
2883,28.83,38.9,78.6
2884,28.84,38.6,78.4
2885,28.85,37.7,78.2
2886,28.86,37.0,78.0
2887,28.87,36.3,77.7
2888,28.88,35.1,77.5
2889,28.89,34.9,77.2
2890,28.9,33.9,77.0
2891,28.91,33.4,76.8
2892,28.92,32.7,76.6
2893,28.93,31.6,76.4
2894,28.94,31.5,76.2
2895,28.95,30.6,76.0
2896,28.96,30.0,75.7
2897,28.97,29.5,75.6
2898,28.98,28.3,75.3
2899,28.99,28.3,75.1
2900,29.0,27.4,74.9
2901,29.01,26.9,74.7
2902,29.02,26.3,74.4
2903,29.03,25.3,74.3
2904,29.04,25.3,74.0
2905,29.05,24.4,73.8
2906,29.06,24.0,73.6
2907,29.07,23.5,73.4
2908,29.08,22.4,73.1
2909,29.09,22.5,72.9
2910,29.1,21.8,72.8
2911,29.11,21.3,72.5
2912,29.12,20.9,72.3
2913,29.13,19.9,72.0
2914,29.14,20.1,71.8
2915,29.15,19.3,71.6
2916,29.16,19.0,71.4
2917,29.17,18.7,71.2
2918,29.18,17.6,70.9
2919,29.19,17.9,70.7
2920,29.2,17.2,70.5
2921,29.21,16.9,70.2
2922,29.22,16.6,70.0
2923,29.23,15.5,69.8
2924,29.24,15.9,69.6
2925,29.25,15.2,69.4
2926,29.26,15.0,69.2
2927,29.27,14.7,69.0
2928,29.28,13.7,68.7
2929,29.29,14.1,68.5
2930,29.3,13.5,68.4
2931,29.31,13.2,68.1
2932,29.32,13.0,67.9
2933,29.33,12.0,67.6
2934,29.34,12.5,67.5
2935,29.35,11.8,67.3
2936,29.36,11.7,67.1
2937,29.37,11.5,66.9
2938,29.38,10.6,66.6
2939,29.39,11.1,66.5
2940,29.4,10.6,66.3
2941,29.41,10.4,66.0
2942,29.42,10.2,65.8
2943,29.43,9.2,65.6
2944,29.44,9.8,65.4
2945,29.45,9.3,65.2
2946,29.46,9.2,65.0
2947,29.47,9.1,64.7
2948,29.48,8.2,64.5
2949,29.49,8.8,64.3
2950,29.5,8.2,64.2
2951,29.51,8.2,63.9
2952,29.52,8.0,63.8
2953,29.53,7.1,63.5
2954,29.54,7.7,63.3
2955,29.55,7.2,63.2
2956,29.56,7.2,63.0
2957,29.57,7.1,62.8
2958,29.58,6.3,62.6
2959,29.59,7.0,62.4
2960,29.6,6.5,62.2
2961,29.61,6.4,62.0
2962,29.62,6.3,61.8
2963,29.63,5.5,61.5
2964,29.64,6.1,61.4
2965,29.65,5.7,61.2
2966,29.66,5.7,61.0
2967,29.67,5.7,60.9
2968,29.68,4.9,60.7
2969,29.69,5.6,60.5
2970,29.7,5.1,60.3
2971,29.71,5.1,60.1
2972,29.72,5.0,59.9
2973,29.73,4.3,59.7
2974,29.74,5.0,59.5
2975,29.75,4.5,59.4
2976,29.76,4.6,59.2
2977,29.77,4.5,59.0
2978,29.78,3.7,58.7
2979,29.79,4.4,58.6
2980,29.8,3.9,58.4
2981,29.81,4.1,58.2
2982,29.82,4.0,58.1
2983,29.83,3.2,57.8
2984,29.84,4.0,57.7
2985,29.85,3.5,57.5
2986,29.86,3.6,57.3
2987,29.87,3.5,57.2
2988,29.88,2.8,57.0
2989,29.89,3.7,56.8
2990,29.9,3.2,56.6
2991,29.91,3.2,56.4
2992,29.92,3.2,56.3
2993,29.93,2.4,56.1
2994,29.94,3.3,55.9
2995,29.95,2.8,55.8
2996,29.96,2.9,55.5
2997,29.97,2.9,55.4
2998,29.98,2.2,55.2
2999,29.99,3.0,55.0
3000,30.0,2.5,54.9
3001,30.01,2.6,54.7
3002,30.02,2.6,54.5
3003,30.03,1.9,54.3
3004,30.04,2.6,54.2
3005,30.05,2.2,54.0
3006,30.06,2.3,53.8
3007,30.07,2.3,53.7
3008,30.08,1.7,53.5
3009,30.09,2.5,53.3
3010,30.1,2.0,53.2
3011,30.11,2.1,53.0
3012,30.12,2.1,52.9
3013,30.13,1.4,52.6
3014,30.14,2.3,52.5
3015,30.15,1.8,52.4
3016,30.16,2.0,52.2
3017,30.17,2.0,52.0
3018,30.18,1.3,51.9
3019,30.19,2.1,51.7
3020,30.2,1.6,51.5
3021,30.21,1.8,51.3
3022,30.22,1.8,51.1
3023,30.23,1.1,51.0
3024,30.24,1.9,50.8
3025,30.25,1.5,50.7
3026,30.26,1.7,50.5
3027,30.27,1.7,50.4
3028,30.28,0.9,50.2
3029,30.29,1.8,50.0
3030,30.3,1.4,49.9
3031,30.31,1.5,49.7
3032,30.32,1.6,49.6
3033,30.33,0.7,49.4
3034,30.34,1.6,49.3
3035,30.35,1.3,49.1
3036,30.36,1.3,49.0
3037,30.37,1.5,48.8
3038,30.38,0.5,48.6
3039,30.39,1.5,48.5
3040,30.4,1.1,48.4
3041,30.41,1.2,48.2
3042,30.42,1.3,48.1
3043,30.43,0.4,47.9
3044,30.44,1.3,47.7
3045,30.45,1.0,47.6
3046,30.46,1.1,47.4
3047,30.47,1.2,47.3
3048,30.48,0.3,47.1
3049,30.49,1.2,47.0
3050,30.5,0.9,46.9
3051,30.51,1.0,46.7
3052,30.52,1.1,46.6
3053,30.53,0.3,46.4
3054,30.54,1.3,46.3
3055,30.55,0.8,46.1
3056,30.56,1.0,46.0
3057,30.57,1.0,45.9
3058,30.58,0.3,45.7
3059,30.59,1.1,45.6
3060,30.6,0.9,45.5
3061,30.61,0.9,45.3
3062,30.62,1.0,45.2
3063,30.63,0.1,45.0
3064,30.64,1.1,44.8
3065,30.65,0.8,44.7
3066,30.66,0.8,44.6
3067,30.67,0.9,44.5
3068,30.68,0.0,44.2
3069,30.69,1.0,44.2
3070,30.7,0.7,44.0
3071,30.71,0.8,43.8
3072,30.72,0.8,43.7
3073,30.73,0.0,43.5
3074,30.74,1.0,43.4
3075,30.75,0.6,43.3
3076,30.76,0.8,43.2
3077,30.77,0.8,43.1
3078,30.78,0.0,42.9
3079,30.79,1.0,42.8
3080,30.8,0.6,42.7
3081,30.81,0.7,42.5
3082,30.82,0.8,42.4
3083,30.83,-0.2,42.2
3084,30.84,0.9,42.1
3085,30.85,0.6,42.0
3086,30.86,0.7,41.9
3087,30.87,0.7,41.7
3088,30.88,-0.1,41.5
3089,30.89,0.8,41.5
3090,30.9,0.4,41.3
3091,30.91,0.7,41.2
3092,30.92,0.7,41.1
3093,30.93,-0.1,40.9
3094,30.94,0.8,40.8
3095,30.95,0.5,40.8
3096,30.96,0.6,40.6
3097,30.97,0.7,40.4
3098,30.98,-0.2,40.2
3099,30.99,0.8,40.2
3100,31.0,0.4,40.1
3101,31.01,0.6,40.0
3102,31.02,0.6,39.8
3103,31.03,-0.2,39.7
3104,31.04,0.8,39.6
3105,31.05,0.3,39.5
3106,31.06,0.6,39.4
3107,31.07,0.6,39.3
3108,31.08,-0.1,39.0
3109,31.09,0.8,39.0
3110,31.1,0.4,38.9
3111,31.11,0.5,38.7
3112,31.12,0.6,38.7
3113,31.13,-0.2,38.5
3114,31.14,0.7,38.4
3115,31.15,0.3,38.3
3116,31.16,0.6,38.2
3117,31.17,0.6,38.1
3118,31.18,-0.2,37.9
3119,31.19,0.8,37.8
3120,31.2,0.4,37.7
3121,31.21,0.5,37.6
3122,31.22,0.6,37.5
3123,31.23,-0.3,37.3
3124,31.24,0.7,37.2
3125,31.25,0.3,37.1
3126,31.26,0.5,37.0
3127,31.27,0.5,36.9
3128,31.28,-0.2,36.7
3129,31.29,0.7,36.7
3130,31.3,0.3,36.6
3131,31.31,0.5,36.5
3132,31.32,0.6,36.3
3133,31.33,-0.2,36.1
3134,31.34,0.7,36.1
3135,31.35,0.3,36.0
3136,31.36,0.5,35.9
3137,31.37,0.5,35.8
3138,31.38,-0.2,35.6
3139,31.39,0.7,35.5
3140,31.4,0.3,35.5
3141,31.41,0.5,35.4
3142,31.42,0.6,35.3
3143,31.43,-0.2,35.1
3144,31.44,0.7,35.0
3145,31.45,0.3,34.9
3146,31.46,0.5,34.8
3147,31.47,0.5,34.7
3148,31.48,-0.1,34.5
3149,31.49,0.8,34.5
3150,31.5,0.3,34.4
3151,31.51,0.4,34.3
3152,31.52,0.6,34.2
3153,31.53,-0.1,34.0
3154,31.54,0.8,33.9
3155,31.55,0.2,33.9
3156,31.56,0.4,33.7
3157,31.57,0.5,33.6
3158,31.58,-0.1,33.5
3159,31.59,0.8,33.4
3160,31.6,0.2,33.4
3161,31.61,0.4,33.2
3162,31.62,0.5,33.2
3163,31.63,-0.2,33.0
3164,31.64,0.7,32.9
3165,31.65,0.2,32.8
3166,31.66,0.4,32.7
3167,31.67,0.4,32.6
3168,31.68,0.0,32.5
3169,31.69,0.8,32.4
3170,31.7,0.3,32.3
3171,31.71,0.4,32.2
3172,31.72,0.5,32.2
3173,31.73,0.0,32.0
3174,31.74,0.8,31.9
3175,31.75,0.1,31.8
3176,31.76,0.4,31.8
3177,31.77,0.5,31.7
3178,31.78,0.1,31.5
3179,31.79,0.9,31.4
3180,31.8,0.2,31.4
3181,31.81,0.4,31.3
3182,31.82,0.4,31.2
3183,31.83,0.3,31.1
3184,31.84,1.0,31.0
3185,31.85,0.2,30.9
3186,31.86,0.4,30.8
3187,31.87,0.5,30.7
3188,31.88,0.3,30.6
3189,31.89,0.9,30.5
3190,31.9,0.2,30.4
3191,31.91,0.4,30.3
3192,31.92,0.4,30.3
3193,31.93,0.3,30.1
3194,31.94,1.2,30.1
3195,31.95,0.2,30.0
3196,31.96,0.4,29.9
3197,31.97,0.4,29.8
3198,31.98,0.3,29.7
3199,31.99,1.1,29.6
3200,32.0,0.2,29.5
3201,32.01,0.4,29.4
3202,32.02,0.5,29.4
3203,32.03,0.4,29.3
3204,32.04,1.2,29.2
3205,32.05,0.2,29.1
3206,32.06,0.4,29.0
3207,32.07,0.4,28.9
3208,32.08,0.3,28.8
3209,32.09,1.2,28.8
3210,32.1,0.2,28.7
3211,32.11,0.4,28.5
3212,32.12,0.4,28.5
3213,32.13,0.3,28.4
3214,32.14,1.1,28.3
3215,32.15,0.1,28.2
3216,32.16,0.4,28.1
3217,32.17,0.5,28.1
3218,32.18,0.3,28.0
3219,32.19,1.1,27.9
3220,32.2,0.0,27.7
3221,32.21,0.4,27.7
3222,32.22,0.4,27.6
3223,32.23,0.3,27.5
3224,32.24,1.2,27.5
3225,32.25,0.1,27.4
3226,32.26,0.3,27.2
3227,32.27,0.4,27.2
3228,32.28,0.3,27.1
3229,32.29,1.2,27.0
3230,32.3,0.1,27.0
3231,32.31,0.4,26.8
3232,32.32,0.4,26.8
3233,32.33,0.3,26.7
3234,32.34,1.1,26.6
3235,32.35,0.0,26.5
3236,32.36,0.4,26.5
3237,32.37,0.4,26.4
3238,32.38,0.3,26.3
3239,32.39,1.3,26.3
3240,32.4,0.1,26.1
3241,32.41,0.3,26.0
3242,32.42,0.4,26.0
3243,32.43,0.3,25.9
3244,32.44,1.2,25.9
3245,32.45,0.1,25.8
3246,32.46,0.4,25.6
3247,32.47,0.4,25.6
3248,32.48,0.3,25.5
3249,32.49,1.2,25.5
3250,32.5,0.1,25.4
3251,32.51,0.4,25.3
3252,32.52,0.4,25.2
3253,32.53,0.3,25.1
3254,32.54,1.2,25.1
3255,32.55,0.0,25.0
3256,32.56,0.4,24.8
3257,32.57,0.5,24.8
3258,32.58,0.3,24.7
3259,32.59,1.2,24.7
3260,32.6,0.0,24.5
3261,32.61,0.4,24.5
3262,32.62,0.4,24.4
3263,32.63,0.3,24.3
3264,32.64,1.2,24.3
3265,32.65,0.1,24.2
3266,32.66,0.4,24.1
3267,32.67,0.4,24.0
3268,32.68,0.3,23.9
3269,32.69,1.3,23.9
3270,32.7,0.0,23.8
3271,32.71,0.4,23.7
3272,32.72,0.4,23.7
3273,32.73,0.3,23.6
3274,32.74,1.3,23.6
3275,32.75,0.0,23.5
3276,32.76,0.4,23.3
3277,32.77,0.4,23.3
3278,32.78,0.4,23.2
3279,32.79,1.2,23.2
3280,32.8,-0.1,23.1
3281,32.81,0.3,23.0
3282,32.82,0.4,23.0
3283,32.83,0.3,22.9
3284,32.84,1.2,22.9
3285,32.85,0.0,22.7
3286,32.86,0.4,22.7
3287,32.87,0.4,22.6
3288,32.88,0.3,22.6
3289,32.89,1.3,22.5
3290,32.9,0.0,22.4
3291,32.91,0.4,22.3
3292,32.92,0.4,22.3
3293,32.93,0.3,22.2
3294,32.94,1.3,22.2
3295,32.95,0.0,22.1
3296,32.96,0.4,22.0
3297,32.97,0.3,22.0
3298,32.98,0.3,21.9
3299,32.99,1.2,21.9
3300,33.0,0.1,21.7
3301,33.01,0.4,21.7
3302,33.02,0.4,21.6
3303,33.03,0.3,21.5
3304,33.04,1.2,21.5
3305,33.05,0.1,21.4
3306,33.06,0.4,21.3
3307,33.07,0.4,21.3
3308,33.08,0.3,21.2
3309,33.09,1.1,21.2
3310,33.1,0.0,21.1
3311,33.11,0.4,21.0
3312,33.12,0.4,21.0
3313,33.13,0.3,20.9
3314,33.14,1.2,20.9
3315,33.15,0.1,20.8
3316,33.16,0.4,20.7
3317,33.17,0.4,20.6
3318,33.18,0.3,20.6
3319,33.19,1.1,20.6
3320,33.2,0.1,20.5
3321,33.21,0.4,20.4
3322,33.22,0.4,20.3
3323,33.23,0.3,20.2
3324,33.24,1.1,20.2
3325,33.25,-0.1,20.1
3326,33.26,0.4,20.1
3327,33.27,0.4,20.0
3328,33.28,0.2,19.9
3329,33.29,1.1,20.0
3330,33.3,0.0,19.8
3331,33.31,0.3,19.8
3332,33.32,0.4,19.8
3333,33.33,0.3,19.7
3334,33.34,1.1,19.7
3335,33.35,0.0,19.6
3336,33.36,0.4,19.5
3337,33.37,0.4,19.5
3338,33.38,0.3,19.4
3339,33.39,1.1,19.4
3340,33.4,0.0,19.3
3341,33.41,0.4,19.2
3342,33.42,0.4,19.2
3343,33.43,0.3,19.1
3344,33.44,1.1,19.1
3345,33.45,0.0,19.0
3346,33.46,0.5,18.9
3347,33.47,0.4,18.9
3348,33.48,0.3,18.8
3349,33.49,1.0,18.8
3350,33.5,0.0,18.7
3351,33.51,0.5,18.6
3352,33.52,0.3,18.5
3353,33.53,0.3,18.5
3354,33.54,1.0,18.5
3355,33.55,0.0,18.4
3356,33.56,0.4,18.3
3357,33.57,0.4,18.3
3358,33.58,0.3,18.2
3359,33.59,1.1,18.2
3360,33.6,-0.1,18.1
3361,33.61,0.4,18.0
3362,33.62,0.4,18.0
3363,33.63,0.3,17.9
3364,33.64,1.2,17.9
3365,33.65,0.0,17.8
3366,33.66,0.4,17.7
3367,33.67,0.4,17.7
3368,33.68,0.3,17.7
3369,33.69,1.2,17.7
3370,33.7,-0.1,17.6
3371,33.71,0.4,17.5
3372,33.72,0.4,17.5
3373,33.73,0.3,17.4
3374,33.74,1.3,17.4
3375,33.75,0.0,17.3
3376,33.76,0.3,17.3
3377,33.77,0.4,17.2
3378,33.78,0.3,17.1
3379,33.79,1.3,17.2
3380,33.8,0.0,17.1
3381,33.81,0.3,17.0
3382,33.82,0.4,17.0
3383,33.83,0.3,16.9
3384,33.84,1.3,16.9
3385,33.85,0.0,16.8
3386,33.86,0.4,16.7
3387,33.87,0.4,16.7
3388,33.88,0.3,16.6
3389,33.89,1.3,16.7
3390,33.9,0.0,16.6
3391,33.91,0.4,16.5
3392,33.92,0.4,16.5
3393,33.93,0.3,16.4
3394,33.94,1.3,16.5
3395,33.95,0.0,16.3
3396,33.96,0.4,16.3
3397,33.97,0.4,16.2
3398,33.98,0.3,16.2
3399,33.99,1.3,16.2
3400,34.0,-0.1,16.1
3401,34.01,0.4,16.0
3402,34.02,0.4,16.0
3403,34.03,0.3,15.9
3404,34.04,1.3,16.0
3405,34.05,-0.1,15.9
3406,34.06,0.3,15.8
3407,34.07,0.4,15.8
3408,34.08,0.3,15.7
3409,34.09,1.2,15.8
3410,34.1,-0.1,15.6
3411,34.11,0.4,15.5
3412,34.12,0.4,15.5
3413,34.13,0.3,15.4
3414,34.14,1.2,15.5
3415,34.15,-0.1,15.3
3416,34.16,0.3,15.3
3417,34.17,0.4,15.3
3418,34.18,0.3,15.2
3419,34.19,1.2,15.2
3420,34.2,-0.1,15.1
3421,34.21,0.4,15.0
3422,34.22,0.4,15.1
3423,34.23,0.3,15.0
3424,34.24,1.2,15.0
3425,34.25,-0.2,14.9
3426,34.26,0.3,14.8
3427,34.27,0.4,14.9
3428,34.28,0.3,14.7
3429,34.29,1.1,14.8
3430,34.3,-0.1,14.7
3431,34.31,0.3,14.6
3432,34.32,0.4,14.6
3433,34.33,0.3,14.5
3434,34.34,1.1,14.6
3435,34.35,-0.2,14.4
3436,34.36,0.3,14.4
3437,34.37,0.4,14.4
3438,34.38,0.3,14.3
3439,34.39,1.1,14.4
3440,34.4,-0.2,14.2
3441,34.41,0.4,14.2
3442,34.42,0.4,14.2
3443,34.43,0.3,14.1
3444,34.44,1.1,14.2
3445,34.45,-0.2,14.0
3446,34.46,0.4,14.0
3447,34.47,0.4,14.0
3448,34.48,0.3,13.9
3449,34.49,1.1,14.0
3450,34.5,-0.2,13.8
3451,34.51,0.3,13.8
3452,34.52,0.4,13.8
3453,34.53,0.3,13.7
3454,34.54,1.1,13.8
3455,34.55,-0.2,13.6
3456,34.56,0.3,13.6
3457,34.57,0.4,13.6
3458,34.58,0.3,13.5
3459,34.59,1.1,13.6
3460,34.6,-0.2,13.4
3461,34.61,0.4,13.4
3462,34.62,0.3,13.4
3463,34.63,0.3,13.3
3464,34.64,1.1,13.4
3465,34.65,-0.2,13.2
3466,34.66,0.4,13.2
3467,34.67,0.4,13.2
3468,34.68,0.3,13.1
3469,34.69,1.2,13.2
3470,34.7,-0.2,13.0
3471,34.71,0.4,13.0
3472,34.72,0.4,13.0
3473,34.73,0.3,12.9
3474,34.74,1.1,13.0
3475,34.75,-0.2,12.8
3476,34.76,0.4,12.8
3477,34.77,0.4,12.8
3478,34.78,0.3,12.8
3479,34.79,1.1,12.8
3480,34.8,-0.2,12.6
3481,34.81,0.3,12.6
3482,34.82,0.3,12.6
3483,34.83,0.3,12.5
3484,34.84,1.2,12.6
3485,34.85,-0.4,12.4
3486,34.86,0.4,12.5
3487,34.87,0.3,12.4
3488,34.88,0.2,12.4
3489,34.89,1.2,12.4
3490,34.9,-0.4,12.2
3491,34.91,0.4,12.3
3492,34.92,0.3,12.2
3493,34.93,0.3,12.2
3494,34.94,1.2,12.2
3495,34.95,-0.4,12.0
3496,34.96,0.4,12.0
3497,34.97,0.3,12.0
3498,34.98,0.3,12.0
3499,34.99,1.2,12.0
3500,35.0,-0.4,11.9
3501,35.01,0.4,11.9
3502,35.02,0.3,11.9
3503,35.03,0.3,11.8
3504,35.04,1.1,11.8
3505,35.05,-0.4,11.7
3506,35.06,0.4,11.7
3507,35.07,0.3,11.7
3508,35.08,0.3,11.6
3509,35.09,1.2,11.7
3510,35.1,-0.4,11.6
3511,35.11,0.4,11.6
3512,35.12,0.3,11.6
3513,35.13,0.3,11.5
3514,35.14,1.2,11.5
3515,35.15,-0.4,11.4
3516,35.16,0.4,11.4
3517,35.17,0.3,11.4
3518,35.18,0.3,11.3
3519,35.19,1.3,11.4
3520,35.2,-0.3,11.2
3521,35.21,0.4,11.2
3522,35.22,0.3,11.2
3523,35.23,0.3,11.2
3524,35.24,1.3,11.2
3525,35.25,-0.3,11.0
3526,35.26,0.4,11.0
3527,35.27,0.3,11.0
3528,35.28,0.3,11.0
3529,35.29,1.3,11.1
3530,35.3,-0.3,10.9
3531,35.31,0.4,10.9
3532,35.32,0.3,10.9
3533,35.33,0.3,10.8
3534,35.34,1.3,10.9
3535,35.35,-0.3,10.8
3536,35.36,0.4,10.7
3537,35.37,0.3,10.7
3538,35.38,0.3,10.7
3539,35.39,1.2,10.8
3540,35.4,-0.3,10.6
3541,35.41,0.5,10.6
3542,35.42,0.4,10.6
3543,35.43,0.3,10.5
3544,35.44,1.3,10.6
3545,35.45,-0.3,10.4
3546,35.46,0.4,10.4
3547,35.47,0.4,10.4
3548,35.48,0.3,10.4
3549,35.49,1.3,10.5
3550,35.5,-0.3,10.3
3551,35.51,0.4,10.3
3552,35.52,0.4,10.3
3553,35.53,0.3,10.2
3554,35.54,1.2,10.3
3555,35.55,-0.3,10.1
3556,35.56,0.4,10.1
3557,35.57,0.3,10.1
3558,35.58,0.3,10.1
3559,35.59,1.2,10.2
3560,35.6,-0.3,10.0
3561,35.61,0.4,10.0
3562,35.62,0.4,10.0
3563,35.63,0.3,9.9
3564,35.64,1.3,10.0
3565,35.65,-0.2,9.9
3566,35.66,0.4,9.8
3567,35.67,0.4,9.9
3568,35.68,0.3,9.8
3569,35.69,1.2,9.9
3570,35.7,-0.2,9.7
3571,35.71,0.5,9.7
3572,35.72,0.4,9.7
3573,35.73,0.3,9.7
3574,35.74,1.2,9.8
3575,35.75,-0.2,9.6
3576,35.76,0.5,9.6
3577,35.77,0.4,9.6
3578,35.78,0.3,9.5
3579,35.79,1.1,9.6
3580,35.8,-0.3,9.4
3581,35.81,0.4,9.5
3582,35.82,0.3,9.5
3583,35.83,0.3,9.4
3584,35.84,1.1,9.5
3585,35.85,-0.2,9.3
3586,35.86,0.5,9.3
3587,35.87,0.3,9.3
3588,35.88,0.3,9.3
3589,35.89,1.1,9.3
3590,35.9,-0.2,9.2
3591,35.91,0.5,9.2
3592,35.92,0.3,9.2
3593,35.93,0.3,9.1
3594,35.94,1.0,9.2
3595,35.95,-0.1,9.1
3596,35.96,0.5,9.1
3597,35.97,0.3,9.1
3598,35.98,0.3,9.0
3599,35.99,1.0,9.1
3600,36.0,-0.2,9.0
3601,36.01,0.4,8.9
3602,36.02,0.3,8.9
3603,36.03,0.3,8.9
3604,36.04,1.0,9.0
3605,36.05,-0.3,8.8
3606,36.06,0.5,8.8
3607,36.07,0.3,8.8
3608,36.08,0.3,8.7
3609,36.09,1.0,8.8
3610,36.1,-0.2,8.6
3611,36.11,0.5,8.6
3612,36.12,0.3,8.7
3613,36.13,0.3,8.6
3614,36.14,0.9,8.7
3615,36.15,-0.2,8.5
3616,36.16,0.4,8.5
3617,36.17,0.3,8.5
3618,36.18,0.3,8.5
3619,36.19,0.9,8.5
3620,36.2,-0.2,8.4
3621,36.21,0.4,8.4
3622,36.22,0.3,8.4
3623,36.23,0.3,8.4
3624,36.24,1.0,8.5
3625,36.25,-0.3,8.3
3626,36.26,0.4,8.3
3627,36.27,0.3,8.3
3628,36.28,0.3,8.3
3629,36.29,0.9,8.3
3630,36.3,-0.3,8.2
3631,36.31,0.4,8.2
3632,36.32,0.3,8.2
3633,36.33,0.3,8.1
3634,36.34,0.9,8.2
3635,36.35,-0.3,8.1
3636,36.36,0.4,8.1
3637,36.37,0.3,8.1
