Time,Temperature 
44:21.7,0.546875
44:21.8,0.46875
44:22.0,0.3828125
44:22.1,0.578125
44:22.3,0.984375
44:22.5,1.625
44:22.6,2.3046875
44:22.8,3.40625
44:23.0,9.6796875
44:23.1,18.046875
44:23.3,23.796875
44:23.5,67.484375
44:23.6,94.1328125
44:23.8,97.046875
44:24.0,97.53125
44:24.1,97.6640625
44:24.3,97.7109375
44:24.5,97.921875
44:24.6,97.9921875
44:24.8,97.953125
44:24.9,98.03125
44:25.1,98.125
44:25.3,98.15625
44:25.4,98.0078125
44:25.6,98.03125
44:25.8,98.03125
44:26.0,97.8984375
44:26.1,97.8984375
44:26.3,98.03125
44:26.4,97.765625
44:26.6,97.6875
44:26.8,97.7578125
44:26.9,98.109375
44:27.1,98.125
44:27.3,98.125
44:27.4,98.84375
44:27.6,97.671875
44:27.8,97.8828125
44:27.9,97.7421875
44:28.1,97.8984375
44:28.2,97.6953125
44:28.4,97.734375
44:28.6,97.90625
44:28.7,97.9921875
44:28.9,98.109375
44:29.1,97.9453125
44:29.2,97.8984375
44:29.4,98.0546875
44:29.6,98.171875
44:29.7,97.859375
44:29.9,97.9453125
44:30.0,98.0859375
44:30.2,98.0546875
44:30.4,98.015625
44:30.5,98.03125
44:30.7,98.078125
44:30.9,98.421875
44:31.0,97.9296875
44:31.2,97.90625
44:31.4,98.0859375
44:31.5,98.125
44:31.7,98.2734375
44:31.8,98.25
44:32.0,98.171875
44:32.2,97.9921875
44:32.3,98.1328125
44:32.5,98.0546875
44:32.7,98.0078125
44:32.8,97.96875
44:33.0,97.8359375
44:33.2,98.3203125
44:33.3,97.9453125
44:33.5,94.5234375
44:33.6,78.328125
44:33.8,68.8203125
44:34.0,62.140625
44:34.1,58.3515625
44:34.3,55.1484375
44:34.5,52.5
44:34.6,32.046875
44:34.8,8.1171875
44:35.0,2.8046875
44:35.1,1.4140625
44:35.3,1.15625
44:35.5,1.515625
44:35.6,1.796875
44:35.8,1.6484375
44:35.9,2.265625
44:36.1,2.4453125
44:36.3,2.65625
44:36.4,2.671875
44:36.6,2.78125
44:36.8,1.046875
44:36.9,0.5078125
44:37.1,0.484375
44:37.3,0.40625
44:37.4,0.546875
44:37.6,0.4921875
44:37.8,0.5703125
44:37.9,0.4453125
Time,Temperature 
53:28.5,0.1640625
53:28.7,0.1796875
53:28.9,0.1796875
53:29.0,0.265625
53:29.2,0.2265625
53:29.4,0.25
53:29.5,0.234375
53:29.7,0.2890625
53:29.9,0.265625
53:30.0,0.2734375
53:30.2,0.2890625
53:30.3,0.2890625
53:30.5,0.3359375
53:30.7,0.3203125
53:30.8,0.3359375
53:31.0,0.40625
53:31.2,0.3359375
53:31.3,0.3203125
53:31.5,0.296875
53:31.7,0.3359375
53:31.8,0.296875
53:32.0,0.3125
53:32.1,0.359375
53:32.3,0.3515625
53:32.5,0.40625
53:32.6,0.375
53:32.8,0.3828125
53:33.0,0.3359375
53:33.1,0.3359375
53:33.3,0.3828125
53:33.4,0.2890625
53:33.6,0.3515625
53:33.8,0.359375
53:33.9,0.3828125
53:34.1,0.3359375
53:34.3,0.359375
53:34.4,0.3515625
53:34.6,0.296875
53:34.8,0.421875
53:34.9,0.4453125
53:35.1,0.3203125
53:35.2,0.265625
53:35.4,0.4375
53:35.6,0.3984375
53:35.7,0.296875
53:35.9,0.3828125
53:36.1,0.375
53:36.2,0.3515625
53:36.4,0.4453125
53:36.5,0.296875
53:36.7,0.40625
53:36.9,0.4453125
53:37.0,0.375
53:37.2,0.40625
53:37.4,0.3359375
53:37.5,0.3203125
53:37.7,0.3828125
53:37.9,0.375
53:38.0,0.3203125
53:38.2,0.4453125
53:38.3,0.4609375
53:38.5,0.3359375
53:38.7,0.375
53:38.8,0.3359375
53:39.0,0.421875
53:39.2,0.3984375
53:39.3,0.375
53:39.5,0.421875
53:39.6,0.3515625
53:39.8,0.3828125
53:40.0,0.4453125
53:40.1,0.3125
53:40.3,0.421875
53:40.5,0.296875
53:40.6,0.3984375
53:40.8,0.3984375
53:41.0,0.3828125
53:41.1,0.40625
53:41.3,0.40625
53:41.4,0.375
53:41.6,0.3984375
53:41.8,0.3828125
53:41.9,0.421875
53:42.1,0.4453125
53:42.3,0.46875
53:42.4,0.40625
53:42.6,0.3515625
53:42.8,0.40625
53:42.9,0.40625
53:43.1,0.3515625
53:43.2,0.40625
53:43.4,0.421875
53:43.6,0.421875
53:43.7,0.359375
53:43.9,0.3359375
53:44.1,0.3515625
53:44.2,0.296875
53:44.4,0.40625
53:44.5,0.4375
53:44.7,0.359375
