"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-15","42","29","42"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-16","50","25","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-17","30","4","8"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-18","25","-5","15"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-19","19","-9","15"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-20","33","1","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-21","45","12","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-22","40","15","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-23","49","18","46"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-24","51","24","42"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-25","46","20","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-26","57","22","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-27","51","31","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-02-28","71","42","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-01","61","29","33"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-02","46","19","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-03","52","27","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-04","62","33","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-05","62","40","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-06","58","40","45"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-07","48","37","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-08","60","41","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-09","63","41","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-10","58","41","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-11","60","44","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-12","56","40","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-13","65","42","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-14","70","38","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-15","74","44","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-16","64","38","50"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-17","72","41","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-18","72","45","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-19","72","45","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-20","74","47","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-21","69","52","61"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-22","61","37","43"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-23","67","38","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-24","64","44","54"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-25","54","28","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-26","60","27","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-27","68","32","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-28","70","36","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-29","61","28","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-30","40","25","35"
"USC00442208","DALE ENTERPRISE, VA US","1903-03-31","62","31","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-01","70","38","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-02","72","40","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-03","76","54","72"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-04","72","29","34"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-05","50","16","45"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-06","60","31","53"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-07","64","46","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-08","67","47","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-09","73","35","72"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-10","73","48","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-11","60","45","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-12","79","40","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-13","62","42","47"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-14","47","36","45"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-15","48","38","45"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-16","48","36","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-17","68","39","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-18","75","32","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-19","68","36","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-20","65","41","50"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-21","63","37","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-22","53","29","46"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-23","54","35","45"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-24","63","31","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-25","56","32","49"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-26","54","42","50"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-27","65","40","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-28","77","35","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-29","83","42","78"
"USC00442208","DALE ENTERPRISE, VA US","1903-04-30","86","46","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-01","80","38","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-02","80","32","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-03","68","35","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-04","62","37","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-05","68","38","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-06","73","38","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-07","77","30","72"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-08","73","40","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-09","72","40","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-10","75","40","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-11","74","43","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-12","74","44","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-13","76","48","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-14","77","51","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-15","82","47","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-16","79","49","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-17","79","50","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-18","85","51","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-19","88","55","79"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-20","87","57","81"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-21","85","53","79"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-22","87","53","79"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-23","86","57","83"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-24","87","58","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-25","70","52","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-26","72","51","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-27","75","56","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-28","85","60","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-29","78","56","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-30","80","58","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-05-31","66","50","54"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-01","67","49","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-02","68","48","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-03","76","41","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-04","80","49","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-05","71","54","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-06","66","57","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-07","76","55","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-08","79","58","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-09","84","55","78"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-10","78","59","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-11","67","55","61"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-12","66","50","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-13","61","42","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-14","65","47","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-15","71","44","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-16","77","49","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-17","82","51","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-18","75","45","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-19","81","50","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-20","80","57","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-21","78","57","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-22","75","50","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-23","80","52","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-24","77","50","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-25","80","57","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-26","69","59","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-27","70","60","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-28","78","61","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-29","82","56","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-06-30","84","54","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-01","89","60","82"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-02","93","64","82"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-03","92","66","85"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-04","90","65","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-05","84","65","76"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-06","85","63","78"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-07","81","58","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-08","90","56","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-09","92","62","83"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-10","91","62","77"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-11","92","65","77"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-12","88","65","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-13","80","56","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-14","80","52","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-15","76","50","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-16","76","46","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-17","80","50","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-18","86","61","79"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-19","84","64","78"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-20","84","56","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-21","82","62","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-22","84","62","76"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-23","83","57","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-24","87","56","77"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-25","91","53","81"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-26","92","62","86"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-27","88","62","82"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-28","84","55","77"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-29","93","65","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-30","89","68","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-07-31","78","48","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-01","64","49","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-02","71","54","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-03","79","60","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-04","85","60","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-05","88","60","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-06","85","60","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-07","79","59","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-08","77","46","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-09","86","48","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-10","85","58","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-11","79","64","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-12","79","58","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-13","71","58","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-14","77","59","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-15","70","57","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-16","78","60","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-17","75","58","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-18","79","59","72"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-19","81","61","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-20","82","60","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-21","80","51","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-22","88","55","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-23","89","55","74"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-24","93","56","84"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-25","95","67","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-26","90","68","79"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-27","85","61","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-28","92","62","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-29","87","67","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-30","76","56","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-08-31","77","57","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-01","74","58","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-02","80","55","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-03","84","54","75"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-04","85","59","76"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-05","86","60","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-06","74","55","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-07","75","49","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-08","77","48","72"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-09","72","50","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-10","85","60","80"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-11","87","60","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-12","85","58","76"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-13","85","59","77"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-14","84","57","73"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-15","80","55","78"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-16","88","56","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-17","80","60","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-18","65","45","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-19","64","46","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-20","67","39","61"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-21","71","38","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-22","78","45","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-23","81","51","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-24","68","60","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-25","70","34","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-26","73","42","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-27","77","57","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-28","68","44","57"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-29","70","34","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-09-30","74","42","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-01","81","45","71"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-02","79","50","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-03","70","55","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-04","75","56","67"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-05","80","55","70"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-06","79","59","69"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-07","76","58","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-08","68","49","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-09","61","48","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-10","62","42","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-11","55","45","52"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-12","71","44","58"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-13","67","37","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-14","72","36","68"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-15","63","40","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-16","76","40","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-17","61","54","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-18","59","38","44"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-19","64","30","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-20","75","38","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-21","69","44","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-22","66","44","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-23","64","44","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-24",,"32","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-25","63","27","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-26","55","39","44"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-27","55","25","50"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-28","65","25","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-29","70","31","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-30","70","35","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-10-31","68","42","66"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-01","70","38","63"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-02","73","44","64"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-03","74","49","65"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-04","74","42","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-05","68","49","59"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-06","59","28","36"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-07","47","18","33"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-08","54","18","44"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-09","64","25","54"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-10","66","30","62"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-11","63","31","56"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-12","56","32","48"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-13","58","31","55"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-14","50","34","43"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-15","60","28","53"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-16","66","39","60"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-17","63","46","50"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-18","50","21","32"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-19","35","12","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-20","37","12","31"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-21","35","12","32"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-22","50","19","32"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-23","54","25","53"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-24","54","27","37"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-25","37","24","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-26","32","15","22"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-27","30","10","24"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-28","28","7","24"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-29","35","14","32"
"USC00442208","DALE ENTERPRISE, VA US","1903-11-30","36","19","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-01","35","10","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-02","36","10","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-03","40","15","26"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-04","47","14","41"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-05","46","30","36"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-06","36","29","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-07","41","18","34"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-08","50","24","42"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-09","42","30","42"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-10","42","19","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-11","34","12","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-12","46","16","40"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-13","46","17","35"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-14","39","18","32"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-15","35","15","26"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-16","34","10","31"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-17","35","8","30"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-18","34","10","27"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-19","31","13","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-20","48","19","38"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-21","42","32","29"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-22","45","30","38"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-23","51","20","43"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-24","45","29","41"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-25","49","35","38"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-26","40","10","14"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-27","43","5","38"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-28","38","18","33"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-29","45","14","26"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-30","36","15","22"
"USC00442208","DALE ENTERPRISE, VA US","1903-12-31","45","12","39"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-01","62","30","52"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-02","52","26","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-03","35","3","15"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-04","23","3","18"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-05","24","0","25"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-06","41","7","34"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-07","42","19","37"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-08","40","24","36"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-09","41","28","34"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-10","40","13","38"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-11","37","20","24"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-12","30","15","30"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-13","37","22","34"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-14","34","17","23"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-15","36","10","24"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-16","43","15","40"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-17","40","10","37"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-18","29","7","24"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-19","25","-3","22"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-20","49","20","45"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-21","56","37","53"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-22","57","42","56"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-23","55","38","42"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-24","42","22","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-25","41","22","37"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-26","42","22","42"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-27","42","8","30"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-28","30","8","22"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-29","25","12","20"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-30","33","-6","29"
"USC00442208","DALE ENTERPRISE, VA US","1904-01-31","38","12","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-01","33","9","13"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-02","34","-1","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-03","38","9","21"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-04","40","14","35"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-05","45","22","43"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-06","56","36","53"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-07","59","38","58"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-08","58","29","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-09","33","15","31"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-10","31","11","16"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-11","31","5","29"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-12","28","8","22"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-13","30","0","28"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-14","37","21","35"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-15","38","10","28"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-16","28","7","17"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-17","28","-3","23"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-18","30","7","28"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-19","36","22","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-20","39","8","33"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-21","35","18","35"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-22","46","28","42"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-23","42","23","53"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-24","54","32","43"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-25","43","23","27"
"USC00442208","DALE ENTERPRISE, VA US","1904-02-26","27","10","21"
